320.0   0.08862
330.0   0.09686
340.0   0.10489
350.0   0.11280
360.0   0.12213
370.0   0.13168
380.0   0.14229
390.0   0.15271
400.0   0.16095
410.0   0.17317
420.0   0.18406
430.0   0.19114
440.0   0.19876
450.0   0.20470
460.0   0.21025
470.0   0.21547
480.0   0.22070
490.0   0.22502
500.0   0.22957
510.0   0.23540
520.0   0.24067
530.0   0.24566
540.0   0.25007
550.0   0.25311
560.0   0.25573
570.0   0.25789
580.0   0.25921
590.0   0.26087
600.0   0.26293
610.0   0.26395
620.0   0.26551
630.0   0.26707
640.0   0.26945
650.0   0.27115
660.0   0.27269
670.0   0.27500
680.0   0.27689
690.0   0.27953
700.0   0.28055
710.0   0.28347
720.0   0.28638
730.0   0.28755
740.0   0.28972
750.0   0.29094
760.0   0.29217
770.0   0.29284
780.0   0.29466
790.0   0.29635
800.0   0.29595
810.0   0.29768
820.0   0.29924
830.0   0.29964
840.0   0.30114
850.0   0.30159
860.0   0.30074
870.0   0.30195
880.0   0.30200
890.0   0.30188
900.0   0.30141
910.0   0.30104
920.0   0.29996
930.0   0.30001
940.0   0.29804
950.0   0.29610
960.0   0.29556
970.0   0.29435
980.0   0.29222
990.0   0.29203
1000.0   0.29000
1010.0   0.28878
1020.0   0.28835
1030.0   0.28800
1040.0   0.28821
1050.0   0.28789
1060.0   0.28846
1070.0   0.28933
1080.0   0.29035
1090.0   0.29236
1100.0   0.29379
1110.0   0.29619
1120.0   0.29886
1130.0   0.30084
1140.0   0.30346
1150.0   0.30486
1160.0   0.30705
1170.0   0.30836
1180.0   0.31007
1190.0   0.31134
1200.0   0.31278
1210.0   0.31368
1220.0   0.31538
1230.0   0.31739
1240.0   0.31684
1250.0   0.31974
1260.0   0.32181
1270.0   0.32268
1280.0   0.32423
1290.0   0.32560
1300.0   0.32639
1310.0   0.32820
1320.0   0.32941
1330.0   0.33170
1340.0   0.33342
1350.0   0.33436
1360.0   0.33530
1370.0   0.33748
1380.0   0.33886
1390.0   0.33994
1400.0   0.33978
1410.0   0.34071
1420.0   0.34233
1430.0   0.34442
1440.0   0.34600
1450.0   0.34800
1460.0   0.34914
1470.0   0.35034
1480.0   0.35249
1490.0   0.35366
1500.0   0.35495
1510.0   0.35709
1520.0   0.35754
1530.0   0.35890
1540.0   0.36012
1550.0   0.36074
1560.0   0.36285
1570.0   0.36348
1580.0   0.36486
1590.0   0.36529
1600.0   0.36666
1610.0   0.36697
1620.0   0.36781
1630.0   0.36871
1640.0   0.36919
1650.0   0.36963
1660.0   0.37108
1670.0   0.37045
1680.0   0.37119
1690.0   0.37255
1700.0   0.37356
1710.0   0.37385
1720.0   0.37442
1730.0   0.37470
1740.0   0.37476
1750.0   0.37541
1760.0   0.37611
1770.0   0.37571
1780.0   0.37546
1790.0   0.37674
1800.0   0.37645
1810.0   0.37703
1820.0   0.37652
1830.0   0.37687
1840.0   0.37656
1850.0   0.37711
1860.0   0.37745
1870.0   0.37648
1880.0   0.37596
1890.0   0.37333
1900.0   0.36949
1910.0   0.36412
1920.0   0.36415
1930.0   0.36611
1940.0   0.36813
1950.0   0.36965
1960.0   0.37052
1970.0   0.37140
1980.0   0.37255
1990.0   0.37294
2000.0   0.37402
2010.0   0.37317
2020.0   0.37431
2030.0   0.37427
2040.0   0.37517
2050.0   0.37464
2060.0   0.37418
2070.0   0.37293
2080.0   0.37487
2090.0   0.37457
2100.0   0.37576
2110.0   0.37531
2120.0   0.37515
2130.0   0.37438
2140.0   0.37382
2150.0   0.37364
2160.0   0.37416
2170.0   0.37314
2180.0   0.37340
2190.0   0.37471
2200.0   0.37468
2210.0   0.37474
2220.0   0.37422
2230.0   0.37385
2240.0   0.37334
2250.0   0.37352
2260.0   0.37417
2270.0   0.37449
2280.0   0.37424
2290.0   0.37375
2300.0   0.37336
2310.0   0.37339
2320.0   0.37262
2330.0   0.37242
2340.0   0.37294
2350.0   0.37274
2360.0   0.37325
2370.0   0.37303
2380.0   0.37296
2390.0   0.37240
2400.0   0.37327
2410.0   0.37319
2420.0   0.37328
2430.0   0.37303
2440.0   0.37212
2450.0   0.37228
2460.0   0.37234
2470.0   0.37132
2480.0   0.37139
2490.0   0.37116
2500.0   0.37117
2510.0   0.37053
2520.0   0.37034
2530.0   0.37067
2540.0   0.37141
2550.0   0.37175
